Dataset,Synthesizer,Repetition,Stage,Category,Message,Filename,Line
D470,CART,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D470,CART,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D470,CART,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D471,,,input,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D471,TVAE,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D471,TVAE,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D471,TVAE,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D471,CART,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D471,CART,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D471,CART,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D472,,,input,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D472,TVAE,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D472,TVAE,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D472,TVAE,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D472,CART,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D472,CART,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D472,CART,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D473,,,input,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D473,TVAE,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D473,TVAE,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D473,TVAE,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D473,CART,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D473,CART,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D473,CART,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D474,,,input,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D474,TVAE,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D474,TVAE,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D474,TVAE,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D474,CART,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D474,CART,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D474,CART,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D475,,,input,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D475,TVAE,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D475,TVAE,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D475,TVAE,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D475,CART,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D475,CART,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D475,CART,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D476,,,input,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D476,TVAE,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D476,TVAE,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D476,TVAE,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D476,CART,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D476,CART,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D476,CART,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D477,,,input,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D477,TVAE,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D477,TVAE,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D477,TVAE,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D477,CART,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D477,CART,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D477,CART,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D478,,,input,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D478,TVAE,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D478,TVAE,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D478,TVAE,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D478,CART,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D478,CART,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D478,CART,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D479,,,input,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D479,TVAE,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D479,TVAE,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D479,TVAE,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D479,CART,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D479,CART,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D479,CART,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D48,,,input,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D48,TVAE,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D48,TVAE,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D48,TVAE,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D48,CART,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D48,CART,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D48,CART,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D480,,,input,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D480,TVAE,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D480,TVAE,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D480,TVAE,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D480,CART,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D480,CART,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D480,CART,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D481,,,input,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D481,TVAE,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D481,TVAE,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D481,TVAE,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D481,CART,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D481,CART,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D481,CART,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D482,,,input,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D482,TVAE,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D482,TVAE,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D482,TVAE,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D482,CART,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D482,CART,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D482,CART,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D483,,,input,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D483,TVAE,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D483,TVAE,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D483,TVAE,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D483,CART,R1,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D483,CART,R2,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
D483,CART,R3,output,RuntimeWarning,"More than 30% of hub or authority scores are zeros. The presence of zero values indicates that the solution is not unique, thus the returned result may not be meaningful. Location: src/centrality/hub_authority.c:77",/home/moliveira/.venvs/2605-synthpop/lib/python3.12/site-packages/problexity/classification/network.py,125
